episode_id,case,policy,seed,verify_used,corrected,success,irreversible_failure,verification_cost,net_reward,realized_reward,public_risk_label,public_risk_score,branch_harm_exact,reward_wrong_continuation,reward_corrected_continuation,reversibility,coupling_strength,mode,final_action,policy_score,p_score,harm_score,p_times_H_score,downstream_dependency_count,rollback_difficulty,persistent_state_risk,estimated_harm_score,downstream_failure_penalty,harm_profile,uncertainty_threshold,harm_threshold,random_verify_prob,notes
revision_table4_cross_slice_300_easy_s23_uncertainty_matched,easy,uncertainty_only_matched_budget,23,0,0,1,0,0.0,9.2,9.2,low,0.375,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.375,0.375,0.05,0.018750000000000003,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.3750, verify=False"
revision_table4_cross_slice_300_easy_s23_harm,easy,harm_aware_selective,23,0,0,1,0,0.0,9.2,9.2,low,0.375,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.018750000000000003,0.375,0.05,0.018750000000000003,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.3750, H=0.0500, score=0.0188, verify=False"
revision_table4_cross_slice_300_easy_s24_random_matched,easy,random_verify_matched_budget,24,0,0,1,0,0.0,9.2,9.2,low,0.238,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.238,0.05,0.0119,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s24_uncertainty_matched,easy,uncertainty_only_matched_budget,24,0,0,1,0,0.0,9.2,9.2,low,0.238,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.238,0.238,0.05,0.0119,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.2380, verify=False"
revision_table4_cross_slice_300_easy_s24_harm,easy,harm_aware_selective,24,0,0,1,0,0.0,9.2,9.2,low,0.238,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0119,0.238,0.05,0.0119,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.2380, H=0.0500, score=0.0119, verify=False"
revision_table4_cross_slice_300_easy_s25_random_matched,easy,random_verify_matched_budget,25,1,0,1,0,0.5,9.2,9.2,low,0.042,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.042,0.05,0.0021000000000000003,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s25_uncertainty_matched,easy,uncertainty_only_matched_budget,25,0,0,1,0,0.0,9.2,9.2,low,0.042,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.042,0.042,0.05,0.0021000000000000003,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.0420, verify=False"
revision_table4_cross_slice_300_easy_s25_harm,easy,harm_aware_selective,25,0,0,1,0,0.0,9.2,9.2,low,0.042,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0021000000000000003,0.042,0.05,0.0021000000000000003,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.0420, H=0.0500, score=0.0021, verify=False"
revision_table4_cross_slice_300_easy_s26_random_matched,easy,random_verify_matched_budget,26,0,0,1,0,0.0,9.2,9.2,low,0.35,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.35,0.05,0.017499999999999998,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s26_uncertainty_matched,easy,uncertainty_only_matched_budget,26,0,0,1,0,0.0,9.2,9.2,low,0.35,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.35,0.35,0.05,0.017499999999999998,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.3500, verify=False"
revision_table4_cross_slice_300_easy_s26_harm,easy,harm_aware_selective,26,0,0,1,0,0.0,9.2,9.2,low,0.35,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.017499999999999998,0.35,0.05,0.017499999999999998,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.3500, H=0.0500, score=0.0175, verify=False"
revision_table4_cross_slice_300_easy_s27_random_matched,easy,random_verify_matched_budget,27,0,0,1,0,0.0,9.2,9.2,low,0.323,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.323,0.05,0.01615,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s27_uncertainty_matched,easy,uncertainty_only_matched_budget,27,0,0,1,0,0.0,9.2,9.2,low,0.323,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.323,0.323,0.05,0.01615,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.3230, verify=False"
revision_table4_cross_slice_300_easy_s27_harm,easy,harm_aware_selective,27,0,0,1,0,0.0,9.2,9.2,low,0.323,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.01615,0.323,0.05,0.01615,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.3230, H=0.0500, score=0.0162, verify=False"
revision_table4_cross_slice_300_easy_s28_random_matched,easy,random_verify_matched_budget,28,1,0,1,0,0.5,9.2,9.2,medium,0.472,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.472,0.05,0.0236,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s28_uncertainty_matched,easy,uncertainty_only_matched_budget,28,1,0,1,0,0.5,9.2,9.2,medium,0.472,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.472,0.472,0.05,0.0236,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.4720, verify=True"
revision_table4_cross_slice_300_easy_s28_harm,easy,harm_aware_selective,28,0,0,1,0,0.0,9.2,9.2,medium,0.472,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0236,0.472,0.05,0.0236,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.4720, H=0.0500, score=0.0236, verify=False"
revision_table4_cross_slice_300_easy_s29_random_matched,easy,random_verify_matched_budget,29,0,0,1,0,0.0,9.2,9.2,low,0.222,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.222,0.05,0.0111,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s29_uncertainty_matched,easy,uncertainty_only_matched_budget,29,0,0,1,0,0.0,9.2,9.2,low,0.222,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.222,0.222,0.05,0.0111,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.2220, verify=False"
revision_table4_cross_slice_300_easy_s29_harm,easy,harm_aware_selective,29,0,0,1,0,0.0,9.2,9.2,low,0.222,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0111,0.222,0.05,0.0111,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.2220, H=0.0500, score=0.0111, verify=False"
revision_table4_cross_slice_300_easy_s30_random_matched,easy,random_verify_matched_budget,30,0,0,1,0,0.0,9.2,9.2,low,0.111,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.111,0.05,0.00555,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s30_uncertainty_matched,easy,uncertainty_only_matched_budget,30,0,0,1,0,0.0,9.2,9.2,low,0.111,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.111,0.111,0.05,0.00555,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.1110, verify=False"
revision_table4_cross_slice_300_easy_s30_harm,easy,harm_aware_selective,30,0,0,1,0,0.0,9.2,9.2,low,0.111,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.00555,0.111,0.05,0.00555,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.1110, H=0.0500, score=0.0056, verify=False"
revision_table4_cross_slice_300_easy_s31_random_matched,easy,random_verify_matched_budget,31,1,0,1,0,0.5,9.2,9.2,low,0.092,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.092,0.05,0.0046,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s31_uncertainty_matched,easy,uncertainty_only_matched_budget,31,0,0,1,0,0.0,9.2,9.2,low,0.092,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.092,0.092,0.05,0.0046,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.0920, verify=False"
revision_table4_cross_slice_300_easy_s31_harm,easy,harm_aware_selective,31,0,0,1,0,0.0,9.2,9.2,low,0.092,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0046,0.092,0.05,0.0046,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.0920, H=0.0500, score=0.0046, verify=False"
revision_table4_cross_slice_300_easy_s32_random_matched,easy,random_verify_matched_budget,32,1,0,1,0,0.5,9.2,9.2,low,0.176,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.176,0.05,0.0088,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s32_uncertainty_matched,easy,uncertainty_only_matched_budget,32,0,0,1,0,0.0,9.2,9.2,low,0.176,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.176,0.176,0.05,0.0088,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.1760, verify=False"
revision_table4_cross_slice_300_easy_s32_harm,easy,harm_aware_selective,32,0,0,1,0,0.0,9.2,9.2,low,0.176,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0088,0.176,0.05,0.0088,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.1760, H=0.0500, score=0.0088, verify=False"
revision_table4_cross_slice_300_easy_s33_random_matched,easy,random_verify_matched_budget,33,0,0,1,0,0.0,9.2,9.2,medium,0.44,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.44,0.05,0.022000000000000002,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s33_uncertainty_matched,easy,uncertainty_only_matched_budget,33,0,0,1,0,0.0,9.2,9.2,medium,0.44,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.44,0.44,0.05,0.022000000000000002,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.4400, verify=False"
revision_table4_cross_slice_300_easy_s33_harm,easy,harm_aware_selective,33,0,0,1,0,0.0,9.2,9.2,medium,0.44,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.022000000000000002,0.44,0.05,0.022000000000000002,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.4400, H=0.0500, score=0.0220, verify=False"
revision_table4_cross_slice_300_easy_s34_random_matched,easy,random_verify_matched_budget,34,0,0,1,0,0.0,9.2,9.2,medium,0.534,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.534,0.05,0.0267,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s34_uncertainty_matched,easy,uncertainty_only_matched_budget,34,1,0,1,0,0.5,9.2,9.2,medium,0.534,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.534,0.534,0.05,0.0267,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.5340, verify=True"
revision_table4_cross_slice_300_easy_s34_harm,easy,harm_aware_selective,34,0,0,1,0,0.0,9.2,9.2,medium,0.534,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0267,0.534,0.05,0.0267,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.5340, H=0.0500, score=0.0267, verify=False"
revision_table4_cross_slice_300_easy_s35_random_matched,easy,random_verify_matched_budget,35,0,0,1,0,0.0,9.2,9.2,low,0.242,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.242,0.05,0.0121,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s35_uncertainty_matched,easy,uncertainty_only_matched_budget,35,0,0,1,0,0.0,9.2,9.2,low,0.242,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.242,0.242,0.05,0.0121,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.2420, verify=False"
revision_table4_cross_slice_300_easy_s35_harm,easy,harm_aware_selective,35,0,0,1,0,0.0,9.2,9.2,low,0.242,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0121,0.242,0.05,0.0121,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.2420, H=0.0500, score=0.0121, verify=False"
revision_table4_cross_slice_300_easy_s36_random_matched,easy,random_verify_matched_budget,36,1,0,1,0,0.5,9.2,9.2,low,0.087,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.087,0.05,0.00435,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s36_uncertainty_matched,easy,uncertainty_only_matched_budget,36,0,0,1,0,0.0,9.2,9.2,low,0.087,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.087,0.087,0.05,0.00435,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.0870, verify=False"
revision_table4_cross_slice_300_easy_s36_harm,easy,harm_aware_selective,36,0,0,1,0,0.0,9.2,9.2,low,0.087,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.00435,0.087,0.05,0.00435,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.0870, H=0.0500, score=0.0043, verify=False"
revision_table4_cross_slice_300_easy_s37_random_matched,easy,random_verify_matched_budget,37,0,0,1,0,0.0,9.2,9.2,low,0.152,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.152,0.05,0.0076,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s37_uncertainty_matched,easy,uncertainty_only_matched_budget,37,0,0,1,0,0.0,9.2,9.2,low,0.152,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.152,0.152,0.05,0.0076,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.1520, verify=False"
revision_table4_cross_slice_300_easy_s37_harm,easy,harm_aware_selective,37,0,0,1,0,0.0,9.2,9.2,low,0.152,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0076,0.152,0.05,0.0076,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.1520, H=0.0500, score=0.0076, verify=False"
revision_table4_cross_slice_300_easy_s38_random_matched,easy,random_verify_matched_budget,38,0,0,1,0,0.0,9.2,9.2,low,0.194,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.194,0.05,0.0097,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s38_uncertainty_matched,easy,uncertainty_only_matched_budget,38,0,0,1,0,0.0,9.2,9.2,low,0.194,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.194,0.194,0.05,0.0097,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.1940, verify=False"
revision_table4_cross_slice_300_easy_s38_harm,easy,harm_aware_selective,38,0,0,1,0,0.0,9.2,9.2,low,0.194,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0097,0.194,0.05,0.0097,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.1940, H=0.0500, score=0.0097, verify=False"
revision_table4_cross_slice_300_easy_s39_random_matched,easy,random_verify_matched_budget,39,1,0,1,0,0.5,9.2,9.2,low,0.215,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.215,0.05,0.010750000000000001,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s39_uncertainty_matched,easy,uncertainty_only_matched_budget,39,0,0,1,0,0.0,9.2,9.2,low,0.215,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.215,0.215,0.05,0.010750000000000001,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.2150, verify=False"
revision_table4_cross_slice_300_easy_s39_harm,easy,harm_aware_selective,39,0,0,1,0,0.0,9.2,9.2,low,0.215,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.010750000000000001,0.215,0.05,0.010750000000000001,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.2150, H=0.0500, score=0.0108, verify=False"
revision_table4_cross_slice_300_easy_s40_random_matched,easy,random_verify_matched_budget,40,1,0,1,0,0.5,9.2,9.2,low,0.308,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.308,0.05,0.0154,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s40_uncertainty_matched,easy,uncertainty_only_matched_budget,40,0,0,1,0,0.0,9.2,9.2,low,0.308,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.308,0.308,0.05,0.0154,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.3080, verify=False"
revision_table4_cross_slice_300_easy_s40_harm,easy,harm_aware_selective,40,0,0,1,0,0.0,9.2,9.2,low,0.308,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0154,0.308,0.05,0.0154,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.3080, H=0.0500, score=0.0154, verify=False"
revision_table4_cross_slice_300_easy_s41_random_matched,easy,random_verify_matched_budget,41,1,0,1,0,0.5,9.2,9.2,low,0.396,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.396,0.05,0.0198,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s41_uncertainty_matched,easy,uncertainty_only_matched_budget,41,0,0,1,0,0.0,9.2,9.2,low,0.396,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.396,0.396,0.05,0.0198,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.3960, verify=False"
revision_table4_cross_slice_300_easy_s41_harm,easy,harm_aware_selective,41,0,0,1,0,0.0,9.2,9.2,low,0.396,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0198,0.396,0.05,0.0198,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.3960, H=0.0500, score=0.0198, verify=False"
revision_table4_cross_slice_300_easy_s42_random_matched,easy,random_verify_matched_budget,42,0,0,1,0,0.0,9.2,9.2,low,0.044,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.5,0.044,0.05,0.0022,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=False"
revision_table4_cross_slice_300_easy_s42_uncertainty_matched,easy,uncertainty_only_matched_budget,42,0,0,1,0,0.0,9.2,9.2,low,0.044,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.044,0.044,0.05,0.0022,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.0440, verify=False"
revision_table4_cross_slice_300_easy_s42_harm,easy,harm_aware_selective,42,0,0,1,0,0.0,9.2,9.2,low,0.044,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0022,0.044,0.05,0.0022,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.0440, H=0.0500, score=0.0022, verify=False"
revision_table4_cross_slice_300_easy_s43_random_matched,easy,random_verify_matched_budget,43,1,0,1,0,0.5,9.2,9.2,low,0.145,0.0,9.2,9.2,reversible,weak,verify_then_decide,risky_patch,0.5,0.145,0.05,0.0072499999999999995,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Random matched-budget baseline. p=0.5000, verify=True"
revision_table4_cross_slice_300_easy_s43_uncertainty_matched,easy,uncertainty_only_matched_budget,43,0,0,1,0,0.0,9.2,9.2,low,0.145,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.145,0.145,0.05,0.0072499999999999995,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Matched-budget uncertainty-only rule: hint >= 0.4570. score=0.1450, verify=False"
revision_table4_cross_slice_300_easy_s43_harm,easy,harm_aware_selective,43,0,0,1,0,0.0,9.2,9.2,low,0.145,0.0,9.2,9.2,reversible,weak,direct,risky_patch,0.0072499999999999995,0.145,0.05,0.0072499999999999995,0,0.0,0,0.05,1.0,benign,0.457,0.28204125,0.5,"Harm-aware rule: p_score * harm_score >= 0.2820. p=0.1450, H=0.0500, score=0.0072, verify=False"
