episode_id,case,policy,seed,notes,status
revision_depheld_always_verify_s431,dep_sensitive_held_out,always_verify,431,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s432,dep_sensitive_held_out,always_verify,432,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s433,dep_sensitive_held_out,always_verify,433,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s434,dep_sensitive_held_out,always_verify,434,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s435,dep_sensitive_held_out,always_verify,435,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s436,dep_sensitive_held_out,always_verify,436,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s437,dep_sensitive_held_out,always_verify,437,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s438,dep_sensitive_held_out,always_verify,438,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s439,dep_sensitive_held_out,always_verify,439,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s440,dep_sensitive_held_out,always_verify,440,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s441,dep_sensitive_held_out,always_verify,441,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s442,dep_sensitive_held_out,always_verify,442,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s443,dep_sensitive_held_out,always_verify,443,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s444,dep_sensitive_held_out,always_verify,444,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s445,dep_sensitive_held_out,always_verify,445,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s446,dep_sensitive_held_out,always_verify,446,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s447,dep_sensitive_held_out,always_verify,447,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s448,dep_sensitive_held_out,always_verify,448,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s449,dep_sensitive_held_out,always_verify,449,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s450,dep_sensitive_held_out,always_verify,450,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s451,dep_sensitive_held_out,always_verify,451,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s452,dep_sensitive_held_out,always_verify,452,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s453,dep_sensitive_held_out,always_verify,453,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s454,dep_sensitive_held_out,always_verify,454,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s455,dep_sensitive_held_out,always_verify,455,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s456,dep_sensitive_held_out,always_verify,456,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s457,dep_sensitive_held_out,always_verify,457,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s458,dep_sensitive_held_out,always_verify,458,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s459,dep_sensitive_held_out,always_verify,459,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s460,dep_sensitive_held_out,always_verify,460,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s461,dep_sensitive_held_out,always_verify,461,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s462,dep_sensitive_held_out,always_verify,462,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s463,dep_sensitive_held_out,always_verify,463,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s464,dep_sensitive_held_out,always_verify,464,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s465,dep_sensitive_held_out,always_verify,465,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s466,dep_sensitive_held_out,always_verify,466,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s467,dep_sensitive_held_out,always_verify,467,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s468,dep_sensitive_held_out,always_verify,468,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s469,dep_sensitive_held_out,always_verify,469,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s470,dep_sensitive_held_out,always_verify,470,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s471,dep_sensitive_held_out,always_verify,471,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s472,dep_sensitive_held_out,always_verify,472,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s473,dep_sensitive_held_out,always_verify,473,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s474,dep_sensitive_held_out,always_verify,474,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s475,dep_sensitive_held_out,always_verify,475,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s476,dep_sensitive_held_out,always_verify,476,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s477,dep_sensitive_held_out,always_verify,477,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s478,dep_sensitive_held_out,always_verify,478,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s479,dep_sensitive_held_out,always_verify,479,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s480,dep_sensitive_held_out,always_verify,480,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s481,dep_sensitive_held_out,always_verify,481,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s482,dep_sensitive_held_out,always_verify,482,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s483,dep_sensitive_held_out,always_verify,483,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s484,dep_sensitive_held_out,always_verify,484,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s485,dep_sensitive_held_out,always_verify,485,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s486,dep_sensitive_held_out,always_verify,486,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s487,dep_sensitive_held_out,always_verify,487,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s488,dep_sensitive_held_out,always_verify,488,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s489,dep_sensitive_held_out,always_verify,489,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s490,dep_sensitive_held_out,always_verify,490,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s491,dep_sensitive_held_out,always_verify,491,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s492,dep_sensitive_held_out,always_verify,492,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s493,dep_sensitive_held_out,always_verify,493,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s494,dep_sensitive_held_out,always_verify,494,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s495,dep_sensitive_held_out,always_verify,495,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s496,dep_sensitive_held_out,always_verify,496,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s497,dep_sensitive_held_out,always_verify,497,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s498,dep_sensitive_held_out,always_verify,498,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
revision_depheld_always_verify_s499,dep_sensitive_held_out,always_verify,499,Counterfactual verified outcome for exact top-B held-out sandbox table.,done
